"id","name","seq","lat","lng"
340,"0423 - Tia Marta - Ida",1,-26.2729660410453,-48.8509973152805
340,"0423 - Tia Marta - Ida",2,-26.2729487525365,-48.8503854857019
340,"0423 - Tia Marta - Ida",3,-26.2729343961057,-48.8503513458768
340,"0423 - Tia Marta - Ida",4,-26.27290628087,-48.8503357005231
340,"0423 - Tia Marta - Ida",5,-26.2728687968883,-48.8503400872691
340,"0423 - Tia Marta - Ida",6,-26.2727961672947,-48.8503459595028
340,"0423 - Tia Marta - Ida",7,-26.2727172065635,-48.8503535079226
340,"0423 - Tia Marta - Ida",8,-26.2726426652289,-48.8503847864769
340,"0423 - Tia Marta - Ida",9,-26.2725960644634,-48.8504261857116
340,"0423 - Tia Marta - Ida",10,-26.2725594545408,-48.850456625126
340,"0423 - Tia Marta - Ida",11,-26.2723972403377,-48.8505930392644
340,"0423 - Tia Marta - Ida",12,-26.271802534502,-48.8511885290989
340,"0423 - Tia Marta - Ida",13,-26.2711888954815,-48.8518010328877
340,"0423 - Tia Marta - Ida",14,-26.2709397887382,-48.8520480281288
340,"0423 - Tia Marta - Ida",15,-26.2705944729533,-48.8523930419642
340,"0423 - Tia Marta - Ida",16,-26.2702567650424,-48.8527611028349
340,"0423 - Tia Marta - Ida",17,-26.2701794677236,-48.8528829386989
340,"0423 - Tia Marta - Ida",18,-26.2699246396612,-48.8533520699544
340,"0423 - Tia Marta - Ida",19,-26.2696264166591,-48.853960099387
340,"0423 - Tia Marta - Ida",20,-26.2693730450957,-48.854460221192
340,"0423 - Tia Marta - Ida",21,-26.2692119768052,-48.8548295977802
340,"0423 - Tia Marta - Ida",22,-26.2689409185777,-48.8554701055306
340,"0423 - Tia Marta - Ida",23,-26.2687125608261,-48.8559918532737
340,"0423 - Tia Marta - Ida",24,-26.268302983057,-48.8569701392584
340,"0423 - Tia Marta - Ida",25,-26.2680387184333,-48.8575778933125
340,"0423 - Tia Marta - Ida",26,-26.2678847511076,-48.857866979461
340,"0423 - Tia Marta - Ida",27,-26.2677533382751,-48.8580486840143
340,"0423 - Tia Marta - Ida",28,-26.2669745465462,-48.858856873911
340,"0423 - Tia Marta - Ida",29,-26.2666417261263,-48.8591847345762
340,"0423 - Tia Marta - Ida",30,-26.266406670147,-48.8594249275462
340,"0423 - Tia Marta - Ida",31,-26.2658553259636,-48.8599214890358
340,"0423 - Tia Marta - Ida",32,-26.2649144833527,-48.8607559286766
340,"0423 - Tia Marta - Ida",33,-26.2641708519832,-48.8614007759509
340,"0423 - Tia Marta - Ida",34,-26.2639049243604,-48.8616246222188
340,"0423 - Tia Marta - Ida",35,-26.2638190607317,-48.8617242155401
340,"0423 - Tia Marta - Ida",36,-26.2637265392779,-48.8618006122497
340,"0423 - Tia Marta - Ida",37,-26.2636619325566,-48.861860820989
340,"0423 - Tia Marta - Ida",38,-26.263591780042,-48.8619429885299
340,"0423 - Tia Marta - Ida",39,-26.2635202960602,-48.8620434017949
340,"0423 - Tia Marta - Ida",40,-26.2632604877985,-48.86230577229
340,"0423 - Tia Marta - Ida",41,-26.2628978044936,-48.8627354373656
340,"0423 - Tia Marta - Ida",42,-26.2623073577548,-48.8633823479244
340,"0423 - Tia Marta - Ida",43,-26.2614346163349,-48.8643575852848
340,"0423 - Tia Marta - Ida",44,-26.2609075960213,-48.86498200783
340,"0423 - Tia Marta - Ida",45,-26.2606885927393,-48.8652563422834
340,"0423 - Tia Marta - Ida",46,-26.2602729270469,-48.8657605226427
340,"0423 - Tia Marta - Ida",47,-26.2601142909475,-48.8659508295235
340,"0423 - Tia Marta - Ida",48,-26.2598055920324,-48.8663297051435
340,"0423 - Tia Marta - Ida",49,-26.2596047140224,-48.8665509251502
340,"0423 - Tia Marta - Ida",50,-26.2594266247656,-48.8667097401119
340,"0423 - Tia Marta - Ida",51,-26.2589254693294,-48.8671113234721
340,"0423 - Tia Marta - Ida",52,-26.2585221524994,-48.8674387362692
340,"0423 - Tia Marta - Ida",53,-26.2579212722267,-48.8679012260342
340,"0423 - Tia Marta - Ida",54,-26.257723541168,-48.8680549983911
340,"0423 - Tia Marta - Ida",55,-26.2570264519284,-48.8686012325574
340,"0423 - Tia Marta - Ida",56,-26.2566302386386,-48.8689250675202
340,"0423 - Tia Marta - Ida",57,-26.2564779542391,-48.86901714844
340,"0423 - Tia Marta - Ida",58,-26.2557892005668,-48.8693948122717
340,"0423 - Tia Marta - Ida",59,-26.2554671978283,-48.8696101876561
340,"0423 - Tia Marta - Ida",60,-26.2550100300837,-48.8698567729471
340,"0423 - Tia Marta - Ida",61,-26.2548670069234,-48.8699362894453
340,"0423 - Tia Marta - Ida",62,-26.2545635813173,-48.8701614216669
340,"0423 - Tia Marta - Ida",63,-26.2543828299986,-48.8703271127052
340,"0423 - Tia Marta - Ida",64,-26.2541833747876,-48.8705536919314
340,"0423 - Tia Marta - Ida",65,-26.2539753897176,-48.8708016838032
340,"0423 - Tia Marta - Ida",66,-26.2538444712492,-48.8710254308202
340,"0423 - Tia Marta - Ida",67,-26.2537826036716,-48.8711773739858
340,"0423 - Tia Marta - Ida",68,-26.2536338466833,-48.8716816241541
340,"0423 - Tia Marta - Ida",69,-26.2535757957002,-48.8718090621933
340,"0423 - Tia Marta - Ida",70,-26.2534990705952,-48.871929343002
340,"0423 - Tia Marta - Ida",71,-26.2534034516995,-48.8720341137671
340,"0423 - Tia Marta - Ida",72,-26.2530083692368,-48.8723457361082
340,"0423 - Tia Marta - Ida",73,-26.25261686512,-48.8726411695112
340,"0423 - Tia Marta - Ida",74,-26.2522056685808,-48.8729617244709
340,"0423 - Tia Marta - Ida",75,-26.2520142720208,-48.8731451339576
340,"0423 - Tia Marta - Ida",76,-26.25180320258,-48.873387038432
340,"0423 - Tia Marta - Ida",77,-26.2517286908388,-48.8735228978796
340,"0423 - Tia Marta - Ida",78,-26.2515516552739,-48.8738525065515
340,"0423 - Tia Marta - Ida",79,-26.2512263625318,-48.8744025652814
340,"0423 - Tia Marta - Ida",80,-26.2507635371215,-48.8751776426981
340,"0423 - Tia Marta - Ida",81,-26.2504357183592,-48.8757931708973
340,"0423 - Tia Marta - Ida",82,-26.2502435258387,-48.8761024022244
340,"0423 - Tia Marta - Ida",83,-26.250112461235,-48.8762567310257
340,"0423 - Tia Marta - Ida",84,-26.2498394747961,-48.8765152511042
340,"0423 - Tia Marta - Ida",85,-26.249593628353,-48.8767241965665
340,"0423 - Tia Marta - Ida",86,-26.249411775557,-48.8768311174969
340,"0423 - Tia Marta - Ida",87,-26.2491959152314,-48.8769081137455
340,"0423 - Tia Marta - Ida",88,-26.2488599835795,-48.8769770252772
340,"0423 - Tia Marta - Ida",89,-26.2486091959729,-48.8770336347547
340,"0423 - Tia Marta - Ida",90,-26.2475353768137,-48.8775217335159
340,"0423 - Tia Marta - Ida",91,-26.2473438231788,-48.8776233150975
340,"0423 - Tia Marta - Ida",92,-26.2472720377808,-48.8776918710307
340,"0423 - Tia Marta - Ida",93,-26.2471846639938,-48.8778277773418
340,"0423 - Tia Marta - Ida",94,-26.2471224587387,-48.877960581142
340,"0423 - Tia Marta - Ida",95,-26.2469024899003,-48.8787341569242
340,"0423 - Tia Marta - Ida",96,-26.2468567665676,-48.8788908749226
340,"0423 - Tia Marta - Ida",97,-26.2468260567629,-48.879032621017
340,"0423 - Tia Marta - Ida",98,-26.2468218848746,-48.8791575123475
340,"0423 - Tia Marta - Ida",99,-26.2468349842405,-48.8793095553745
340,"0423 - Tia Marta - Ida",100,-26.2468772511886,-48.879423868796
340,"0423 - Tia Marta - Ida",101,-26.2469050035423,-48.879490245017
340,"0423 - Tia Marta - Ida",102,-26.2472801888616,-48.8801847024264
340,"0423 - Tia Marta - Ida",103,-26.2473266720126,-48.8802726186836
340,"0423 - Tia Marta - Ida",104,-26.2473594876668,-48.8803725273686
340,"0423 - Tia Marta - Ida",105,-26.2473821797462,-48.8804747622423
340,"0423 - Tia Marta - Ida",106,-26.2473867983102,-48.8806007130507
340,"0423 - Tia Marta - Ida",107,-26.2473641895949,-48.8807045607591
