"id","name","seq","lat","lng"
44,"1227 - Itaum to Profipo- Ida",1,-26.3402602383448,-48.8155799733226
44,"1227 - Itaum to Profipo- Ida",2,-26.3403854007109,-48.8155423207859
44,"1227 - Itaum to Profipo- Ida",3,-26.3405573270549,-48.8154095943013
44,"1227 - Itaum to Profipo- Ida",4,-26.3406269047662,-48.8157075979123
44,"1227 - Itaum to Profipo- Ida",5,-26.3406616651426,-48.8157239187928
44,"1227 - Itaum to Profipo- Ida",6,-26.340729343973,-48.8156973647635
44,"1227 - Itaum to Profipo- Ida",7,-26.3408240793858,-48.8155959177567
44,"1227 - Itaum to Profipo- Ida",8,-26.3411127469832,-48.8152803627132
44,"1227 - Itaum to Profipo- Ida",9,-26.342511601806,-48.8140830359913
44,"1227 - Itaum to Profipo- Ida",10,-26.3426110581573,-48.8140335650044
44,"1227 - Itaum to Profipo- Ida",11,-26.3429526264213,-48.8139083903121
44,"1227 - Itaum to Profipo- Ida",12,-26.343717904212,-48.8139279769222
44,"1227 - Itaum to Profipo- Ida",13,-26.3441543642984,-48.8139528598783
44,"1227 - Itaum to Profipo- Ida",14,-26.3443184668459,-48.8139262813088
44,"1227 - Itaum to Profipo- Ida",15,-26.3446857560761,-48.8137963867398
44,"1227 - Itaum to Profipo- Ida",16,-26.3449684897556,-48.8135445022824
44,"1227 - Itaum to Profipo- Ida",17,-26.3458878225557,-48.8125894546292
44,"1227 - Itaum to Profipo- Ida",18,-26.3461853658315,-48.8123772184872
44,"1227 - Itaum to Profipo- Ida",19,-26.3465129488147,-48.8122761955137
44,"1227 - Itaum to Profipo- Ida",20,-26.34704897162,-48.8122595751464
44,"1227 - Itaum to Profipo- Ida",21,-26.3485627028327,-48.812330919851
44,"1227 - Itaum to Profipo- Ida",22,-26.349132809862,-48.8121860914744
44,"1227 - Itaum to Profipo- Ida",23,-26.3494167805359,-48.8120299171267
44,"1227 - Itaum to Profipo- Ida",24,-26.3496989969782,-48.8117381305511
44,"1227 - Itaum to Profipo- Ida",25,-26.3499244406205,-48.8114791722983
44,"1227 - Itaum to Profipo- Ida",26,-26.3501333163014,-48.8110449439932
44,"1227 - Itaum to Profipo- Ida",27,-26.3502486430772,-48.8105643482595
44,"1227 - Itaum to Profipo- Ida",28,-26.350300666571,-48.8101645603912
44,"1227 - Itaum to Profipo- Ida",29,-26.3503102122326,-48.8097973725192
44,"1227 - Itaum to Profipo- Ida",30,-26.3503252607715,-48.8091800232935
44,"1227 - Itaum to Profipo- Ida",31,-26.3503819418517,-48.8091372258711
44,"1227 - Itaum to Profipo- Ida",32,-26.3507723692157,-48.8091585661154
44,"1227 - Itaum to Profipo- Ida",33,-26.3513797596706,-48.8092230753861
44,"1227 - Itaum to Profipo- Ida",34,-26.3517552261839,-48.8095515976986
44,"1227 - Itaum to Profipo- Ida",35,-26.3522388893553,-48.8100307264994
44,"1227 - Itaum to Profipo- Ida",36,-26.3523555330942,-48.8100274115107
44,"1227 - Itaum to Profipo- Ida",37,-26.3531456948493,-48.8094375642933
44,"1227 - Itaum to Profipo- Ida",38,-26.3545117730362,-48.8084638420489
44,"1227 - Itaum to Profipo- Ida",39,-26.3552242800847,-48.8081625293418
44,"1227 - Itaum to Profipo- Ida",40,-26.3562180371707,-48.8078460068421
44,"1227 - Itaum to Profipo- Ida",41,-26.3562297359469,-48.8077701974117
44,"1227 - Itaum to Profipo- Ida",42,-26.3558098451865,-48.8064465556539
44,"1227 - Itaum to Profipo- Ida",43,-26.355792497831,-48.8063726210376
44,"1227 - Itaum to Profipo- Ida",44,-26.3558337540013,-48.8062721261863
44,"1227 - Itaum to Profipo- Ida",45,-26.3559474028479,-48.8062558117123
44,"1227 - Itaum to Profipo- Ida",46,-26.3584664362411,-48.8062963650123
44,"1227 - Itaum to Profipo- Ida",47,-26.358969779198,-48.8064251309144
44,"1227 - Itaum to Profipo- Ida",48,-26.3594641784849,-48.8067720217328
44,"1227 - Itaum to Profipo- Ida",49,-26.3599458937978,-48.8073395735503
